,year,district,DBN,School Name,average_score_SAT_math,average_score_SAT_reading,%_students_SAT_math_college_ready,%_students_SAT_reading_college_ready,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,%_ELL,%_disability,%_self_contained,economic_need_index,%_temp_housing,%_HRA_eligible,%_asian,%_black,%_hispanic,%_white,student_attendance_rate,%_chronically_absent,asian_count,white_count,black_count,hispanic_count,homeless_count,sat_math_college_ready_count,sat_reading_college_ready_count,sat_score,%_non_white
196,2019,11,11X513,New World High School,466.1,431.4,0.203,0.203,381,2.1,2.15,0.688,0.068,0.003,0.94,0.231,0.777,0.09699999999999999,0.121,0.669,0.11,0.898,0.288,36.956999999999994,41.910000000000004,46.101,254.889,88.01100000000001,77.343,77.343,897.5,79.0
197,2019,11,11X514,The Bronxwood Preparatory Academy,411.0,433.8,0.01,0.20600000000000002,360,2.57,2.15,0.09699999999999999,0.21899999999999997,0.006,0.75,0.131,0.653,0.039,0.633,0.261,0.036000000000000004,0.9059999999999999,0.291,14.04,12.96,227.88,93.96000000000001,47.160000000000004,3.6,74.16000000000001,844.8,89.4
198,2019,11,11X542,Pelham Preparatory Academy,463.4,481.1,0.207,0.486,511,2.89,2.61,0.061,0.245,0.002,0.74,0.106,0.63,0.07400000000000001,0.254,0.55,0.10400000000000001,0.885,0.344,37.81400000000001,53.144000000000005,129.794,281.05,54.166,105.777,248.346,944.5,80.40000000000002
199,2019,11,11X544,High School for Contemporary Arts,413.7,418.8,0.08199999999999999,0.156,395,2.52,2.19,0.172,0.253,0.066,0.88,0.182,0.765,0.018000000000000002,0.395,0.542,0.035,0.8590000000000001,0.387,7.110000000000001,13.825000000000001,156.025,214.09,71.89,32.38999999999999,61.62,832.5,93.7
200,2019,11,11X545,Bronx Aerospace High School,403.7,413.9,0.012,0.081,322,2.43,2.16,0.18,0.267,0.012,0.87,0.22699999999999998,0.767,0.053,0.376,0.525,0.022000000000000002,0.76,0.674,17.066,7.0840000000000005,121.072,169.05,73.094,3.864,26.082,817.5999999999999,90.10000000000001
201,2019,12,12X242,Mott Hall V,477.8,466.8,0.303,0.414,372,2.73,2.41,0.099,0.28,0.083,0.87,0.075,0.78,0.051,0.161,0.782,0.005,0.884,0.418,18.971999999999998,1.86,59.892,290.904,27.9,112.716,154.00799999999998,944.6,94.3
202,2019,12,12X248,"Metropolitan High School, The",392.8,396.5,0.018000000000000002,0.08,356,2.35,2.12,0.225,0.303,0.034,0.94,0.239,0.851,0.011000000000000001,0.23600000000000002,0.725,0.017,0.777,0.635,3.9160000000000004,6.0520000000000005,84.016,258.09999999999997,85.084,6.408,28.48,789.3,96.1
203,2019,12,12X251,Explorations Academy H.S.,431.2,424.3,0.11,0.18,326,2.42,2.25,0.218,0.245,0.006,0.92,0.20199999999999999,0.8190000000000001,0.015,0.27899999999999997,0.69,0.006,0.821,0.522,4.89,1.956,90.954,224.93999999999997,65.85199999999999,35.86,58.68,855.5,96.89999999999998
204,2019,12,12X267,Bronx Latin,448.0,437.8,0.121,0.242,338,2.67,2.6,0.121,0.237,,0.89,0.077,0.8079999999999999,0.015,0.198,0.772,0.012,0.889,0.299,5.069999999999999,4.056,66.924,260.936,26.026,40.897999999999996,81.79599999999999,885.8,97.0
205,2019,12,12X271,East Bronx Academy for the Future,437.2,447.3,0.079,0.263,388,2.53,2.31,0.16,0.309,0.095,0.93,0.17,0.858,0.021,0.255,0.693,0.015,0.83,0.478,8.148,5.819999999999999,98.94,268.88399999999996,65.96000000000001,30.652,102.04400000000001,884.5,94.79999999999998
206,2019,12,12X388,Pan American International High School at Monroe,393.0,366.9,,0.008,444,1.77,1.86,0.878,0.032,0.002,0.98,0.32899999999999996,0.723,,0.005,0.993,,0.875,0.405,,,2.22,440.892,146.076,,3.552,759.9,99.80000000000001
207,2019,12,12X478,The Cinema School,483.1,495.5,0.179,0.5670000000000001,317,3.05,2.85,0.047,0.18899999999999997,0.003,0.85,0.12,0.726,0.016,0.161,0.7290000000000001,0.035,0.888,0.376,5.072,11.095,51.037,231.09300000000002,38.04,56.742999999999995,179.73900000000003,978.6,89.0
208,2019,12,12X479,Bronx Career and College Preparatory High School,419.6,429.0,0.071,0.155,268,2.48,2.23,0.239,0.287,0.019,0.93,0.239,0.851,0.026000000000000002,0.358,0.593,0.004,0.8059999999999999,0.566,6.968000000000001,1.072,95.944,158.92399999999998,64.05199999999999,19.028,41.54,848.6,95.1
209,2019,12,12X511,Bronx Envision Academy,433.4,438.0,0.076,0.21,418,2.61,2.24,0.16699999999999998,0.242,,0.9,0.19899999999999998,0.792,0.022000000000000002,0.337,0.61,0.017,0.847,0.491,9.196000000000002,7.106000000000001,140.866,254.98,83.18199999999999,31.768,87.78,871.4,94.7
210,2019,12,12X521,The Metropolitan Soundview High School,430.8,433.7,0.102,0.16699999999999998,423,2.47,2.2,0.156,0.239,0.019,0.89,0.14400000000000002,0.7829999999999999,0.026000000000000002,0.23199999999999998,0.7190000000000001,0.017,0.816,0.551,10.998000000000001,7.191000000000001,98.136,304.13700000000006,60.912000000000006,43.145999999999994,70.64099999999999,864.5,95.10000000000001
211,2019,12,12X550,High School of World Cultures,415.1,398.9,0.017,0.043,459,2.06,2.06,0.797,0.044000000000000004,,0.98,0.235,0.804,0.094,0.08900000000000001,0.758,0.046,0.855,0.425,43.146,21.114,40.851000000000006,347.922,107.865,7.803000000000001,19.737,814.0,84.7
212,2019,12,12X682,Fannie Lou Hamer Freedom High School,399.5,433.0,0.017,0.223,471,2.41,2.1,0.127,0.318,0.085,0.91,0.187,0.83,0.008,0.282,0.677,0.013000000000000001,0.789,0.619,3.7680000000000002,6.123,132.82199999999997,318.867,88.077,8.007000000000001,105.033,832.5,95.89999999999999
213,2019,12,12X684,Wings Academy,391.9,416.8,0.011000000000000001,0.087,463,2.37,2.07,0.05,0.302,0.035,0.92,0.184,0.86,0.004,0.562,0.397,0.015,0.777,0.627,1.852,6.944999999999999,260.206,183.811,85.192,5.093000000000001,40.281,808.7,95.9
214,2019,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,436.6,451.7,0.091,0.255,223,2.69,2.26,0.022000000000000002,0.22899999999999998,0.013000000000000001,0.88,0.14800000000000002,0.7979999999999999,0.018000000000000002,0.726,0.22899999999999998,0.009000000000000001,0.779,0.548,4.014,2.007,161.898,51.06699999999999,33.004000000000005,20.293,56.865,888.3,95.49999999999999
215,2019,13,13K350,Urban Assembly School for Music and Art,419.8,445.1,0.02,0.24,207,2.75,2.36,0.043,0.237,,0.84,0.145,0.768,0.005,0.7390000000000001,0.22699999999999998,0.019,0.809,0.526,1.035,3.933,152.973,46.989,30.014999999999997,4.14,49.68,864.9000000000001,96.60000000000001
216,2019,13,13K412,Brooklyn Community Arts & Media High School (BCAM),432.0,449.9,0.081,0.29100000000000004,421,2.72,2.32,0.036000000000000004,0.266,0.002,0.81,0.138,0.732,0.01,0.696,0.276,0.006999999999999999,0.841,0.46,4.21,2.9469999999999996,293.01599999999996,116.19600000000001,58.098000000000006,34.101,122.51100000000001,881.9,97.19999999999999
217,2019,13,13K419,"Science Skills Center High School for Science, Tec",457.6,465.4,0.16399999999999998,0.409,570,2.96,2.84,0.033,0.14400000000000002,,0.75,0.114,0.625,0.081,0.667,0.177,0.042,0.9179999999999999,0.273,46.17,23.94,380.19,100.89,64.98,93.47999999999999,233.13,923.0,84.4
218,2019,13,13K430,Brooklyn Technical High School,732.0,671.1,0.972,0.973,5937,4.03,4.27,,0.013000000000000001,,0.52,0.033,0.408,0.607,0.057999999999999996,0.071,0.245,0.955,0.106,3603.759,1454.565,344.346,421.527,195.92100000000002,5770.764,5776.701,1403.1,12.9
219,2019,13,13K439,Brooklyn International High School,404.8,409.3,0.095,0.133,359,1.99,2.26,0.763,0.033,,0.95,0.14800000000000002,0.777,0.251,0.20600000000000002,0.435,0.109,0.907,0.312,90.109,39.131,73.95400000000001,156.165,53.132000000000005,34.105,47.747,814.1,64.10000000000001
220,2019,13,13K483,The Urban Assembly School for Law and Justice,462.2,475.3,0.18600000000000003,0.41200000000000003,435,2.88,2.6,0.021,0.172,0.005,0.69,0.094,0.579,0.025,0.667,0.267,0.018000000000000002,0.884,0.385,10.875,7.830000000000001,290.14500000000004,116.14500000000001,40.89,80.91000000000001,179.22000000000003,937.5,93.40000000000002
221,2019,13,13K499,ACORN Community High School,436.3,443.1,0.091,0.25,150,2.58,2.28,0.047,0.273,0.013000000000000001,0.85,0.14,0.7929999999999999,0.033,0.787,0.133,0.027000000000000003,0.701,0.711,4.95,4.050000000000001,118.05000000000001,19.950000000000003,21.000000000000004,13.65,37.5,879.4000000000001,92.0
222,2019,13,13K527,Urban Assembly Institute of Math and Science for Y,453.0,455.2,0.157,0.34299999999999997,295,2.79,2.5,0.081,0.17300000000000001,0.003,0.8,0.068,0.7020000000000001,0.08800000000000001,0.586,0.166,0.139,0.8490000000000001,0.507,25.96,41.005,172.86999999999998,48.970000000000006,20.060000000000002,46.315,101.18499999999999,908.2,75.19999999999999
223,2019,13,13K594,Gotham Professional Arts Academy,416.4,416.4,,0.063,178,2.56,2.28,0.039,0.36,,0.86,0.23,0.758,0.006,0.775,0.20800000000000002,0.006,0.804,0.564,1.068,1.068,137.95000000000002,37.024,40.940000000000005,,11.214,832.8,98.30000000000001
224,2019,13,13K595,Bedford Academy High School,531.6,533.0,0.514,0.778,363,3.33,3.29,0.011000000000000001,0.138,0.003,0.62,0.061,0.49,0.039,0.785,0.085,0.036000000000000004,0.9209999999999999,0.197,14.157,13.068000000000001,284.955,30.855000000000004,22.143,186.582,282.414,1064.6,87.0
225,2019,13,13K605,George Westinghouse Career and Technical Education,444.8,457.7,0.146,0.354,776,2.75,2.63,0.023,0.174,0.017,0.75,0.095,0.642,0.04,0.6829999999999999,0.235,0.017,0.884,0.368,31.04,13.192,530.0079999999999,182.35999999999999,73.72,113.29599999999999,274.704,902.5,91.79999999999998
226,2019,13,13K670,Benjamin Banneker Academy,521.0,540.1,0.529,0.804,810,3.26,3.17,0.015,0.146,0.021,0.67,0.078,0.535,0.053,0.799,0.111,0.009000000000000001,0.889,0.367,42.93,7.290000000000001,647.19,89.91,63.18,428.49,651.24,1061.1,91.0
227,2019,13,13K674,"City Polytechnic High School of Engineering, Archi",507.2,508.4,0.373,0.59,426,2.98,3.0,0.016,0.19,,0.63,0.063,0.509,0.054000000000000006,0.655,0.214,0.061,0.909,0.275,23.004,25.986,279.03000000000003,91.164,26.838,158.898,251.33999999999997,1015.5999999999999,86.9
228,2019,14,14K071,Juan Morel Campos Secondary School,418.8,421.7,0.052000000000000005,0.125,329,2.33,2.14,0.304,0.307,0.079,0.92,0.191,0.8420000000000001,0.015,0.14,0.769,0.064,0.866,0.399,4.935,21.056,46.06,253.001,62.839,17.108,41.125,840.5,90.9
229,2019,14,14K449,"Brooklyn Latin School, The",696.7,664.6,0.9940000000000001,0.9940000000000001,698,3.95,4.18,,0.023,,0.56,0.044000000000000004,0.43,0.547,0.122,0.12,0.13,0.9359999999999999,0.255,381.80600000000004,90.74000000000001,85.15599999999999,83.75999999999999,30.712000000000003,693.8120000000001,693.8120000000001,1361.3000000000002,24.2
230,2019,14,14K454,The Williamsburg High School of Art and Technology,395.1,395.9,,0.127,302,2.58,2.42,0.23800000000000002,0.252,0.013000000000000001,0.83,0.185,0.715,0.033,0.225,0.675,0.053,0.851,0.484,9.966000000000001,16.006,67.95,203.85000000000002,55.87,,38.354,791.0,90.0
231,2019,14,14K474,PROGRESS High School for Professional Careers,409.2,420.7,0.032,0.149,674,2.58,2.34,0.20600000000000002,0.212,0.03,0.88,0.141,0.777,0.006,0.273,0.688,0.012,0.7809999999999999,0.528,4.0440000000000005,8.088000000000001,184.002,463.712,95.03399999999999,21.568,100.426,829.9,96.1
232,2019,14,14K477,East Williamsburg Scholars Academy,388.4,420.4,0.012,0.153,304,2.51,2.22,0.32899999999999996,0.217,0.006999999999999999,0.89,0.207,0.727,0.006999999999999999,0.355,0.615,0.01,0.73,0.602,2.1279999999999997,3.04,107.91999999999999,186.96,62.928,3.648,46.512,808.8,97.0
233,2019,14,14K478,"The High School for Enterprise, Business and Techn",447.4,447.7,0.141,0.266,831,2.73,2.56,0.11900000000000001,0.162,0.001,0.83,0.111,0.732,0.057999999999999996,0.303,0.613,0.019,0.85,0.42,48.19799999999999,15.789,251.793,509.40299999999996,92.241,117.17099999999999,221.04600000000002,895.0999999999999,91.6
234,2019,14,14K488,Brooklyn Preparatory High School,470.6,474.3,0.223,0.40299999999999997,527,2.93,2.72,0.021,0.188,0.011000000000000001,0.76,0.11199999999999999,0.645,0.009000000000000001,0.433,0.528,0.015,0.838,0.465,4.743,7.904999999999999,228.191,278.25600000000003,59.023999999999994,117.521,212.38099999999997,944.9000000000001,96.1
235,2019,14,14K558,Williamsburg High School for Architecture and Desi,471.1,488.4,0.22,0.488,580,2.84,2.69,0.031,0.222,0.012,0.71,0.08800000000000001,0.602,0.022000000000000002,0.284,0.61,0.064,0.924,0.176,12.760000000000002,37.12,164.72,353.8,51.040000000000006,127.6,283.04,959.5,89.4
236,2019,14,14K561,Williamsburg Preparatory School,485.4,495.6,0.327,0.54,682,2.87,2.66,0.047,0.21100000000000002,0.006,0.79,0.07200000000000001,0.6920000000000001,0.031,0.157,0.7040000000000001,0.092,0.903,0.292,21.142,62.744,107.074,480.12800000000004,49.104000000000006,223.014,368.28000000000003,981.0,86.1
237,2019,14,14K586,Lyons Community School,428.2,444.8,0.053,0.276,298,2.45,2.14,0.128,0.242,,0.9,0.16399999999999998,0.8290000000000001,,0.302,0.6579999999999999,0.034,0.7879999999999999,0.533,,10.132000000000001,89.996,196.08399999999997,48.87199999999999,15.793999999999999,82.248,873.0,96.0
238,2019,14,14K610,Automotive High School,418.1,431.9,0.05,0.125,329,2.44,2.29,0.064,0.34,0.046,0.81,0.109,0.726,0.03,0.49200000000000005,0.419,0.027000000000000003,0.835,0.472,9.87,8.883000000000001,161.86800000000002,137.851,35.861,16.45,41.125,850.0,91.10000000000001
239,2019,14,14K614,Young Women's Leadership School of Brooklyn,474.3,495.0,0.258,0.613,225,2.83,2.58,0.111,0.156,0.009000000000000001,0.8,0.111,0.711,0.044000000000000004,0.42700000000000005,0.42700000000000005,0.067,0.86,0.424,9.9,15.075000000000001,96.07500000000002,96.07500000000002,24.975,58.050000000000004,137.925,969.3,85.40000000000002
240,2019,14,14K685,El Puente Academy for Peace and Justice,412.9,435.5,0.018000000000000002,0.28600000000000003,224,2.46,2.2,0.183,0.263,0.004,0.89,0.14300000000000002,0.835,0.004,0.049,0.924,0.004,0.8170000000000001,0.661,0.896,0.896,10.976,206.976,32.032000000000004,4.032,64.06400000000001,848.4,97.3
241,2019,15,15K429,Digital Arts and Cinema Technology High School,459.1,475.3,0.233,0.512,246,2.85,2.67,0.004,0.215,,0.76,0.049,0.667,0.037000000000000005,0.545,0.35,0.053,0.9059999999999999,0.32,9.102000000000002,13.038,134.07000000000002,86.1,12.054,57.318000000000005,125.952,934.4000000000001,89.5
242,2019,15,15K448,Brooklyn Collaborative Studies,461.1,466.8,0.161,0.43,389,2.98,2.63,0.062,0.262,0.003,0.71,0.069,0.578,0.031,0.39299999999999996,0.478,0.075,0.863,0.471,12.059,29.174999999999997,152.87699999999998,185.94199999999998,26.841,62.629000000000005,167.27,927.9000000000001,87.09999999999998
243,2019,15,15K462,John Jay School for Law,448.9,452.0,0.08,0.33299999999999996,436,2.85,2.55,0.032,0.188,0.002,0.76,0.115,0.6609999999999999,0.023,0.626,0.294,0.027999999999999997,0.843,0.466,10.028,12.207999999999998,272.936,128.184,50.14,34.88,145.188,900.9,92.0
244,2019,15,15K463,Secondary School for Journalism,424.3,438.3,0.053,0.193,268,2.77,2.43,0.142,0.201,0.004,0.81,0.11599999999999999,0.69,0.067,0.45899999999999996,0.373,0.086,0.813,0.55,17.956,23.048,123.01199999999999,99.964,31.087999999999997,14.203999999999999,51.724000000000004,862.6,83.19999999999999
245,2019,15,15K464,Park Slope Collegiate,481.4,473.5,0.265,0.449,440,2.8,2.64,0.073,0.207,0.006999999999999999,0.71,0.068,0.611,0.043,0.382,0.457,0.09300000000000001,0.845,0.474,18.919999999999998,40.92000000000001,168.08,201.08,29.92,116.60000000000001,197.56,954.9,83.9
246,2019,15,15K497,The Boerum Hill School for International Studies,450.2,463.6,0.11800000000000001,0.41200000000000003,286,2.79,2.58,0.10800000000000001,0.22,0.003,0.67,0.087,0.5770000000000001,0.055999999999999994,0.406,0.29,0.182,0.813,0.466,16.016,52.052,116.11600000000001,82.94,24.881999999999998,33.748000000000005,117.83200000000001,913.8,69.60000000000001
247,2019,15,15K519,Cobble Hill School of American Studies,427.1,453.6,0.055,0.28300000000000003,582,2.78,2.41,0.113,0.18899999999999997,0.002,0.83,0.162,0.7290000000000001,0.034,0.62,0.29,0.027000000000000003,0.802,0.43,19.788,15.714000000000002,360.84,168.78,94.284,32.01,164.70600000000002,880.7,91.0
248,2019,15,15K592,Khalil Gibran International Academy,432.1,424.7,0.136,0.258,226,2.6,2.52,0.37200000000000005,0.18100000000000002,0.004,0.86,0.11900000000000001,0.792,0.177,0.358,0.08,0.314,0.831,0.498,40.001999999999995,70.964,80.908,18.080000000000002,26.894000000000002,30.736,58.308,856.8,43.8
249,2019,15,15K656,Brooklyn High School of the Arts,476.2,486.3,0.23399999999999999,0.528,939,3.15,2.81,0.011000000000000001,0.17600000000000002,0.05,0.66,0.073,0.534,0.034,0.653,0.213,0.048,0.892,0.344,31.926000000000002,45.072,613.167,200.007,68.547,219.726,495.79200000000003,962.5,86.6
250,2019,15,15K667,Sunset Park High School,454.2,442.6,0.157,0.27899999999999997,1216,2.66,2.55,0.21899999999999997,0.204,0.025,0.86,0.086,0.754,0.099,0.075,0.74,0.081,0.85,0.426,120.384,98.49600000000001,91.2,899.84,104.576,190.912,339.26399999999995,896.8,81.50000000000001
251,2019,15,15K684,Millennium Brooklyn HS,602.1,595.6,0.8809999999999999,0.9059999999999999,675,3.8,3.85,0.003,0.151,,0.4,0.016,0.289,0.127,0.166,0.19699999999999998,0.444,0.958,0.081,85.725,299.7,112.05000000000001,132.975,10.8,594.675,611.55,1197.7,36.3
252,2019,16,16K455,Boys and Girls High School,422.1,420.2,0.079,0.18,439,2.47,2.23,0.062,0.285,0.084,0.86,0.153,0.7809999999999999,0.013999999999999999,0.82,0.114,0.021,0.816,0.443,6.145999999999999,9.219000000000001,359.97999999999996,50.046,67.167,34.681,79.02,842.3,93.39999999999999
253,2019,16,16K498,Brooklyn High School for Law and Technology,430.3,452.7,0.087,0.294,589,2.7,2.48,0.061,0.221,0.040999999999999995,0.81,0.136,0.723,0.039,0.633,0.287,0.019,0.8079999999999999,0.472,22.971,11.190999999999999,372.837,169.04299999999998,80.104,51.242999999999995,173.166,883.0,92.0
254,2019,16,16K688,The Brooklyn Academy of Global Finance,,,,,105,2.4,2.14,0.14300000000000002,0.267,,0.92,0.2,0.867,0.076,0.7140000000000001,0.162,0.028999999999999998,0.8490000000000001,0.44,7.9799999999999995,3.045,74.97000000000001,17.01,21.0,,,,87.60000000000002
255,2019,16,16K765,Nelson Mandela High School,425.6,429.4,0.06,0.16399999999999998,252,2.45,2.21,0.008,0.317,0.075,0.85,0.179,0.746,0.016,0.8290000000000001,0.107,0.008,0.735,0.711,4.032,2.016,208.90800000000002,26.964,45.108,15.12,41.327999999999996,855.0,93.60000000000001
256,2019,17,17K122,Pathways in Technology Early College High School (,452.4,447.9,0.121,0.353,581,2.85,2.65,0.022000000000000002,0.174,,0.66,0.081,0.535,0.017,0.8240000000000001,0.11900000000000001,0.009000000000000001,0.9109999999999999,0.215,9.877,5.229000000000001,478.744,69.13900000000001,47.061,70.301,205.093,900.3,94.30000000000001
257,2019,17,17K382,Academy for College Preparation and Career Explora,456.9,452.9,0.14300000000000002,0.222,230,2.58,2.25,0.17800000000000002,0.17,,0.79,0.161,0.665,,0.83,0.1,0.022000000000000002,0.852,0.425,,5.0600000000000005,190.89999999999998,23.0,37.03,32.89,51.06,909.8,92.99999999999999
258,2019,17,17K408,Academy of Hospitality and Tourism,423.4,412.1,0.057,0.171,196,2.59,2.28,0.204,0.214,,0.85,0.153,0.73,0.005,0.816,0.138,0.036000000000000004,0.84,0.384,0.98,7.056000000000001,159.93599999999998,27.048000000000002,29.988,11.172,33.516000000000005,835.5,95.39999999999999
259,2019,17,17K524,International High School at Prospect Heights,384.6,386.7,0.019,0.028999999999999998,368,1.92,2.06,0.878,0.052000000000000005,0.003,0.95,0.228,0.774,0.163,0.23600000000000002,0.49700000000000005,0.084,0.8809999999999999,0.297,59.984,30.912000000000003,86.848,182.89600000000002,83.904,6.992,10.671999999999999,771.3,73.3
260,2019,17,17K528,The High School for Global Citizenship,424.4,430.9,0.081,0.21600000000000003,213,2.71,2.54,0.155,0.16399999999999998,,0.78,0.16899999999999998,0.648,0.042,0.728,0.188,0.027999999999999997,0.863,0.434,8.946,5.9639999999999995,155.064,40.044,35.997,17.253,46.008,855.3,91.6
261,2019,17,17K531,"School for Human Rights, The",428.2,458.4,0.038,0.308,330,2.71,2.36,0.08199999999999999,0.191,,0.76,0.127,0.636,0.021,0.87,0.085,0.012,0.89,0.282,6.930000000000001,3.96,287.1,28.05,41.910000000000004,12.54,101.64,886.5999999999999,95.50000000000001
262,2019,17,17K537,High School for Youth and Community Development at,429.4,450.2,0.081,0.23199999999999998,467,2.61,2.28,0.08800000000000001,0.255,0.006,0.78,0.161,0.662,0.039,0.784,0.14300000000000002,0.024,0.861,0.382,18.213,11.208,366.128,66.781,75.187,37.827,108.344,879.5999999999999,92.7
263,2019,17,17K539,High School for Service & Learning at Erasmus,438.2,430.4,0.114,0.19,297,2.65,2.34,0.14800000000000002,0.215,0.003,0.82,0.10400000000000001,0.7040000000000001,0.03,0.7609999999999999,0.165,0.027000000000000003,0.8390000000000001,0.408,8.91,8.019,226.01699999999997,49.005,30.888,33.858000000000004,56.43,868.5999999999999,92.60000000000001
264,2019,17,17K543,"Science, Technology and Research Early College Hig",531.6,557.5,0.578,0.889,356,3.38,3.38,0.011000000000000001,0.135,,0.57,0.042,0.455,0.039,0.795,0.126,0.011000000000000001,0.9640000000000001,0.089,13.884,3.9160000000000004,283.02000000000004,44.856,14.952000000000002,205.76799999999997,316.484,1089.1,92.10000000000002
265,2019,17,17K546,High School for Public Service: Heroes of Tomorrow,481.3,495.2,0.24,0.5479999999999999,462,3.14,2.88,0.015,0.175,0.05,0.73,0.10400000000000001,0.621,0.037000000000000005,0.7709999999999999,0.158,0.013000000000000001,0.922,0.208,17.094,6.006,356.20199999999994,72.996,48.048,110.88,253.17599999999996,976.5,92.89999999999999
266,2019,17,17K547,Brooklyn Academy of Science and the Environment,446.6,452.1,0.1,0.28300000000000003,382,2.72,2.6,0.057999999999999996,0.162,0.003,0.76,0.131,0.654,0.039,0.804,0.115,0.031,0.904,0.247,14.898,11.842,307.12800000000004,43.93,50.042,38.2,108.10600000000001,898.7,91.9
267,2019,17,17K548,Brooklyn School for Music & Theatre,404.5,416.4,0.03,0.16399999999999998,296,2.63,2.28,0.027000000000000003,0.223,0.024,0.82,0.19899999999999998,0.764,0.003,0.777,0.19899999999999998,0.017,0.835,0.458,0.888,5.032,229.99200000000002,58.903999999999996,58.903999999999996,8.879999999999999,48.544,820.9,97.60000000000001
268,2019,17,17K590,Medgar Evers College Preparatory School,559.8,564.2,0.7090000000000001,0.883,897,3.64,3.63,0.006,0.08800000000000001,0.003,0.55,0.064,0.415,0.025,0.871,0.055999999999999994,0.01,0.932,0.211,22.425,8.97,781.287,50.23199999999999,57.408,635.9730000000001,792.051,1124.0,92.69999999999999
269,2019,17,17K600,Clara Barton High School,433.5,452.9,0.09699999999999999,0.287,1200,2.85,2.56,0.078,0.18100000000000002,0.073,0.72,0.10800000000000001,0.5920000000000001,0.013999999999999999,0.892,0.073,0.009000000000000001,0.87,0.371,16.799999999999997,10.8,1070.4,87.6,129.60000000000002,116.39999999999999,344.4,886.4,96.5
270,2019,17,17K745,Brooklyn Institute for Liberal Arts,444.8,484.3,0.083,0.46399999999999997,415,2.8,2.52,0.046,0.207,0.002,0.71,0.149,0.5760000000000001,0.017,0.87,0.10400000000000001,0.002,0.9109999999999999,0.261,7.055000000000001,0.8300000000000001,361.05,43.160000000000004,61.835,34.445,192.55999999999997,929.1,97.4
271,2019,17,17K751,Academy for Health Careers,417.6,467.8,0.053,0.373,301,2.8,2.5,0.037000000000000005,0.14300000000000002,0.037000000000000005,0.82,0.156,0.7240000000000001,0.047,0.7709999999999999,0.14,0.017,0.8640000000000001,0.46,14.147,5.117,232.07099999999997,42.14,46.956,15.953,112.273,885.4000000000001,91.09999999999998
272,2019,18,18K563,It Takes a Village Academy,436.8,451.2,0.102,0.299,659,2.83,2.64,0.17600000000000002,0.152,0.021,0.76,0.096,0.624,0.018000000000000002,0.8909999999999999,0.067,0.011000000000000001,0.9,0.301,11.862000000000002,7.2490000000000006,587.169,44.153000000000006,63.264,67.21799999999999,197.041,888.0,95.8
273,2019,18,18K566,Brooklyn Generation School,437.9,455.6,0.085,0.27699999999999997,189,2.58,2.16,0.122,0.23800000000000002,0.005,0.75,0.11599999999999999,0.64,0.005,0.81,0.122,0.048,0.899,0.23,0.9450000000000001,9.072000000000001,153.09,23.058,21.924,16.065,52.352999999999994,893.5,93.2
274,2019,18,18K567,Brooklyn Theatre Arts High School,426.2,426.8,0.064,0.192,350,2.59,2.29,0.023,0.174,0.006,0.79,0.109,0.706,0.023,0.8370000000000001,0.10300000000000001,0.02,0.81,0.565,8.05,7.0,292.95000000000005,36.050000000000004,38.15,22.400000000000002,67.2,853.0,94.00000000000001
275,2019,18,18K569,Kurt Hahn Expeditionary Learning School,416.5,425.1,0.022000000000000002,0.135,294,2.51,2.19,0.071,0.289,0.02,0.75,0.11599999999999999,0.66,0.006999999999999999,0.8909999999999999,0.065,0.017,0.87,0.402,2.058,4.998,261.95399999999995,19.11,34.104,6.468000000000001,39.690000000000005,841.6,95.6
276,2019,18,18K576,Victory Collegiate High School,423.6,436.7,0.013000000000000001,0.177,341,2.55,2.32,0.067,0.255,0.009000000000000001,0.77,0.106,0.6829999999999999,0.018000000000000002,0.8240000000000001,0.106,0.040999999999999995,0.8540000000000001,0.523,6.138000000000001,13.980999999999998,280.98400000000004,36.146,36.146,4.433000000000001,60.357,860.3,93.00000000000001
277,2019,18,18K617,High School for Innovation in Advertising and Medi,428.3,435.5,0.098,0.262,240,2.54,2.39,0.092,0.225,0.054000000000000006,0.72,0.075,0.629,0.017,0.8079999999999999,0.11699999999999999,0.046,0.828,0.549,4.08,11.04,193.92,28.08,18.0,23.52,62.88,863.8,92.5
278,2019,18,18K629,Cultural Academy for the Arts and Sciences,433.4,442.3,0.1,0.225,282,2.53,2.31,0.11699999999999999,0.22,0.013999999999999999,0.74,0.11,0.638,0.013999999999999999,0.84,0.096,0.025,0.853,0.42,3.9479999999999995,7.050000000000001,236.88,27.072,31.02,28.200000000000003,63.45,875.7,93.60000000000001
279,2019,18,18K633,High School for Medical Professions,451.6,469.6,0.195,0.469,460,2.88,2.65,0.043,0.152,0.002,0.71,0.08900000000000001,0.598,0.03,0.789,0.13,0.037000000000000005,0.894,0.351,13.799999999999999,17.020000000000003,362.94,59.800000000000004,40.940000000000005,89.7,215.73999999999998,921.2,91.9
280,2019,18,18K637,Academy for Conservation and the Environment,448.8,450.3,0.18600000000000003,0.27899999999999997,300,2.65,2.4,0.133,0.177,0.003,0.77,0.16,0.6729999999999999,0.06,0.753,0.09699999999999999,0.063,0.858,0.413,18.0,18.9,225.9,29.099999999999998,48.0,55.80000000000001,83.69999999999999,899.1,85.0
