year,district,DBN,school_name,average_score_SAT_math,average_score_SAT_reading,students_SAT_math_college_ready,students_SAT_reading_college_ready,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,ELL,disability,self_contained,economic_need_index,temp_housing,HRA_eligible,asian,black,hispanic,white,student_attendance_rate,chronically_absent
2019,25,25Q525,Townsend Harris High School,727.1,687,0.983,0.983,1182,4.15,4.29,0.001,0.043,,0.39,0.011,0.289,0.558,0.052,0.124,0.193,0.971,0.052
2019,25,25Q670,Robert F. Kennedy Community High School,506.4,488.7,0.362,0.503,702,2.84,2.88,0.08,0.175,0.014,0.7,0.038,0.621,0.355,0.128,0.349,0.14,0.898,0.318
2019,26,26Q315,Business Technology Early College High School,472.4,487.5,0.218,0.505,519,3.05,2.92,0.04,0.125,0.002,0.59,0.075,0.491,0.245,0.439,0.193,0.062,0.866,0.405
2019,26,26Q415,Benjamin N. Cardozo High School,578.1,546.8,0.566,0.678,3609,3.22,3.33,0.046,0.134,0.034,0.51,0.037,0.421,0.422,0.215,0.208,0.136,0.92,0.22
2019,26,26Q430,Francis Lewis High School,597.7,551.3,0.68,0.728,4492,3.29,3.49,0.105,0.146,0.047,0.6,0.05,0.493,0.567,0.061,0.215,0.149,0.921,0.204
2019,26,26Q435,Martin Van Buren High School,467.6,469.8,0.195,0.355,1162,2.76,2.58,0.13,0.115,0.024,0.67,0.083,0.559,0.288,0.453,0.176,0.032,0.878,0.359
2019,26,26Q495,Bayside High School,556.2,529.4,0.582,0.676,2850,3.11,3.23,0.082,0.166,0.037,0.52,0.059,0.416,0.379,0.131,0.25,0.198,0.928,0.219
2019,26,26Q566,"Queens High School of Teaching, Liberal Arts and t",481.3,487.4,0.255,0.502,1070,2.88,2.68,0.024,0.201,0.002,0.41,0.029,0.329,0.207,0.526,0.148,0.072,0.9,0.306
2019,27,27Q260,Frederick Douglass Academy VI High School,401.7,419.4,,0.076,346,2.39,2.04,0.303,0.199,0.017,0.88,0.194,0.659,0.012,0.491,0.462,0.006,0.782,0.592
2019,27,27Q262,Channel View School for Research,476.5,489.1,0.242,0.542,553,3.01,2.76,0.014,0.125,0.011,0.63,0.029,0.524,0.071,0.456,0.316,0.141,0.897,0.363
2019,27,27Q302,"Queens High School for Information, Research, and",425.8,433.4,0.107,0.229,466,2.61,2.34,0.217,0.208,0.009,0.81,0.109,0.661,0.052,0.408,0.483,0.032,0.847,0.425
2019,27,27Q308,Robert H. Goddard High School of Communication Art,490.8,491.7,0.304,0.481,629,3.01,2.79,0.038,0.194,0.025,0.57,0.038,0.477,0.262,0.075,0.377,0.238,0.933,0.189
2019,27,27Q309,Academy of Medical Technology: A College Board Sch,430.4,442.2,0.061,0.219,400,2.69,2.32,0.168,0.155,0.003,0.83,0.085,0.703,0.075,0.383,0.475,0.043,0.857,0.444
2019,27,27Q314,Epic High School - South,434.2,465.2,0.068,0.398,382,2.66,2.45,0.089,0.194,0.065,0.66,0.065,0.573,0.275,0.319,0.285,0.031,0.843,0.516
2019,27,27Q323,Scholars' Academy,617.9,608.1,0.86,0.93,691,3.85,4.05,,0.148,0.064,0.35,0.013,0.243,0.145,0.207,0.208,0.427,0.935,0.173
2019,27,27Q324,Rockaway Park High School for Environmental Sustai,448.3,458.2,0.084,0.263,304,2.57,2.25,0.122,0.293,0.003,0.85,0.168,0.757,0.03,0.431,0.401,0.092,0.776,0.627
2019,27,27Q334,Epic High School - North,452.3,470.9,0.114,0.33,411,2.72,2.53,0.097,0.153,,0.69,0.073,0.582,0.273,0.168,0.414,0.054,0.851,0.452
2019,27,27Q351,Rockaway Collegiate High School,433.1,439.8,0.074,0.21,306,2.47,2.26,0.082,0.304,0.098,0.83,0.101,0.739,0.029,0.559,0.353,0.052,0.797,0.583
2019,27,27Q400,August Martin High School,391.2,406.7,0.071,0.143,311,2.4,2.18,0.061,0.232,0.01,0.72,0.132,0.624,0.125,0.666,0.148,0.013,0.885,0.378
2019,27,27Q475,Richmond Hill High School,436.6,441.6,0.084,0.24,1576,2.68,2.54,0.23,0.143,0.039,0.77,0.073,0.624,0.315,0.123,0.456,0.041,0.877,0.352
2019,27,27Q480,John Adams High School,450.4,455.7,0.123,0.269,2366,2.71,2.49,0.139,0.14,0.046,0.75,0.115,0.615,0.361,0.245,0.322,0.027,0.87,0.383
2019,27,27Q650,"High School for Construction Trades, Engineering a",547.4,525.3,0.629,0.747,1066,3.28,3.35,0.016,0.162,0.003,0.53,0.019,0.421,0.308,0.09,0.365,0.119,0.939,0.168
2019,28,28Q157,J.H.S. 157 Stephen A. Halsey,,,,,38,2.41,2.41,0.289,0.316,0.211,0.82,0.132,0.737,0.289,0.158,0.237,0.316,0.923,0.263
2019,28,28Q167,Metropolitan Expeditionary Learning School,502.1,513.2,0.38,0.657,454,2.98,2.82,0.007,0.194,0.02,0.53,0.044,0.436,0.161,0.183,0.441,0.152,0.936,0.187
2019,28,28Q284,York Early College Academy,567.2,553.3,0.705,0.83,368,3.45,3.61,,0.092,0.005,0.5,0.046,0.399,0.272,0.514,0.092,0.011,0.933,0.173
2019,28,28Q310,Queens Collegiate: A College Board School,465.3,462,0.248,0.339,416,2.78,2.66,0.123,0.149,0.012,0.69,0.063,0.567,0.303,0.399,0.192,0.014,0.862,0.4
2019,28,28Q325,Hillside Arts & Letters Academy,445.8,457.6,0.135,0.351,447,2.69,2.41,0.141,0.192,0.016,0.71,0.081,0.615,0.201,0.412,0.293,0.025,0.868,0.398
2019,28,28Q328,High School for Community Leadership,491.2,485.4,0.365,0.487,464,2.83,2.62,0.149,0.155,0.006,0.69,0.097,0.575,0.231,0.353,0.28,0.045,0.841,0.519
2019,28,28Q350,Jamaica Gateway to the Sciences,530.2,517.3,0.556,0.611,494,2.91,2.95,0.099,0.148,0.006,0.65,0.109,0.559,0.381,0.344,0.16,0.026,0.898,0.335
2019,28,28Q440,Forest Hills High School,545,528.6,0.522,0.634,3806,3.19,3.25,0.086,0.159,0.045,0.59,0.046,0.463,0.241,0.071,0.354,0.295,0.882,0.287
2019,28,28Q505,Hillcrest High School,464.2,474.8,0.181,0.403,3300,2.86,2.74,0.18,0.109,0.045,0.73,0.089,0.602,0.325,0.263,0.337,0.032,0.866,0.339
2019,28,28Q620,Thomas A. Edison Career and Technical Education Hi,564.5,538.9,0.652,0.739,2196,3.39,3.51,0.022,0.135,0.054,0.61,0.043,0.519,0.483,0.178,0.232,0.041,0.938,0.141
2019,28,28Q680,Queens Gateway to Health Sciences Secondary School,600.4,592.3,0.823,0.885,426,3.54,3.59,0.019,0.131,0.012,0.52,0.028,0.441,0.451,0.265,0.11,0.052,0.931,0.184
2019,28,28Q686,Queens Metropolitan High School,516.8,516.7,0.451,0.702,1104,3.08,2.94,0.032,0.172,0.045,0.44,0.033,0.35,0.101,0.037,0.425,0.427,0.92,0.228
2019,28,28Q687,Queens High School for the Sciences at York Colleg,758.7,692.8,,,475,4.06,4.31,,,,0.49,0.021,0.394,0.819,0.032,0.04,0.061,0.969,0.078
2019,28,28Q690,High School for Law Enforcement and Public Safety,443.3,455.4,0.127,0.309,462,2.62,2.42,0.069,0.212,0.091,0.69,0.121,0.6,0.123,0.578,0.247,0.017,0.868,0.372
2019,28,28Q896,"Young Women's Leadership School, Queens",546.4,553.5,0.632,0.763,299,3.4,3.24,0.017,0.164,,0.6,0.07,0.495,0.358,0.431,0.104,0.033,0.921,0.264
2019,29,29Q243,Institute for Health Professions at Cambria Height,434.8,459.2,0.09,0.34,413,2.85,2.53,0.097,0.107,0.01,0.68,0.09,0.603,0.107,0.705,0.131,0.019,0.87,0.439
2019,29,29Q248,Queens Preparatory Academy,443.3,443.8,0.192,0.253,387,2.51,2.24,0.116,0.14,0.01,0.66,0.134,0.584,0.036,0.819,0.085,0.018,0.81,0.458
2019,29,29Q259,Pathways College Preparatory School: A College Boa,454.5,458.1,0.173,0.36,353,2.79,2.42,0.048,0.147,0.011,0.52,0.071,0.445,0.065,0.853,0.045,0.017,0.901,0.238
2019,29,29Q265,Excelsior Preparatory High School,431.4,451.4,0.098,0.344,438,2.66,2.33,0.078,0.16,0.03,0.59,0.098,0.493,0.025,0.822,0.082,0.025,0.863,0.385
2019,29,29Q272,George Washington Carver High School for the Scien,426.5,441.1,0.121,0.273,417,2.72,2.48,0.05,0.173,0.026,0.62,0.101,0.518,0.043,0.734,0.151,0.012,0.847,0.374
2019,29,29Q283,Preparatory Academy for Writers: A College Board S,458.2,461.5,0.227,0.309,371,2.89,2.65,0.024,0.151,0.022,0.53,0.059,0.453,0.03,0.903,0.057,,0.845,0.416
2019,29,29Q313,Benjamin Franklin High School for Finance & Inform,430.4,446.2,0.141,0.304,389,2.64,2.4,0.131,0.177,0.044,0.69,0.113,0.571,0.147,0.602,0.165,0.021,0.849,0.476
2019,29,29Q326,Cambria Heights Academy,444.3,454,0.128,0.34,370,2.63,2.38,0.103,0.173,0.003,0.6,0.092,0.519,0.146,0.724,0.097,0.016,0.872,0.338
2019,29,29Q327,Eagle Academy for Young Men III,448.2,456.6,0.086,0.259,276,2.61,2.37,0.004,0.243,0.043,0.52,0.091,0.438,0.022,0.859,0.043,0.018,0.868,0.419
2019,29,29Q492,"Mathematics, Science Research and Technology Magne",439.5,450,0.071,0.292,407,2.67,2.52,0.145,0.111,0.01,0.7,0.108,0.587,0.162,0.688,0.113,0.015,0.842,0.431
2019,29,29Q498,Humanities & Arts Magnet High School,421.4,443.3,0.049,0.189,439,2.62,2.28,0.114,0.171,0.002,0.68,0.118,0.569,0.062,0.745,0.15,0.016,0.86,0.398
2019,30,30Q258,Energy Tech High School,520.3,509.5,0.422,0.606,533,3.01,3.05,0.026,0.163,0.002,0.63,0.038,0.544,0.167,0.094,0.578,0.124,0.911,0.261
2019,30,30Q286,"Young Women's Leadership School, Astoria",510.4,526.2,0.419,0.757,320,3.32,3.24,0.034,0.131,0.006,0.73,0.038,0.634,0.366,0.075,0.394,0.156,0.937,0.178
2019,30,30Q301,Academy for Careers in Television and Film,517,525.4,0.41,0.633,562,3.13,2.97,0.016,0.214,0.004,0.53,0.034,0.423,0.071,0.117,0.559,0.187,0.931,0.192
2019,30,30Q445,William Cullen Bryant High School,474.4,471.2,0.222,0.356,2344,2.84,2.76,0.186,0.147,0.043,0.8,0.1,0.689,0.262,0.067,0.515,0.137,0.881,0.297
2019,30,30Q450,Long Island City High School,464,474.2,0.169,0.373,2252,2.82,2.68,0.114,0.165,0.007,0.8,0.079,0.715,0.146,0.103,0.674,0.059,0.876,0.352
2019,30,30Q501,Frank Sinatra School of the Arts High School,547.5,555.9,0.632,0.849,853,3.59,3.56,0.008,0.188,,0.36,0.021,0.256,0.114,0.132,0.331,0.359,0.923,0.211
2019,30,30Q502,Information Technology High School,491.1,475.4,0.309,0.348,1011,2.79,2.78,0.073,0.193,0.058,0.76,0.099,0.681,0.208,0.111,0.595,0.073,0.88,0.307
2019,30,30Q555,Newcomers High School,459,409.9,0.194,0.135,828,1.85,2.22,0.783,0.008,,0.97,0.221,0.591,0.279,0.01,0.639,0.058,0.889,0.289
2019,30,30Q575,Academy of American Studies,571.3,563.1,0.699,0.796,1007,3.49,3.55,0.026,0.074,,0.53,0.019,0.436,0.256,0.044,0.352,0.346,0.925,0.22
2019,30,30Q580,Baccalaureate School for Global Education,684.9,664.2,0.945,0.964,412,3.87,4.02,0.024,0.102,0.027,0.44,0.012,0.35,0.444,0.051,0.218,0.255,0.962,0.068
2019,31,31R028,The Eagle Academy for Young Men of Staten Island,,,,,54,2.35,2.08,0.056,0.426,,0.7,0.037,0.556,0.093,0.556,0.278,0.074,0.89,0.431
2019,31,31R047,CSI High School for International Studies,564.3,566.4,0.571,0.838,496,3.48,3.42,,0.149,0.002,0.37,0.014,0.284,0.167,0.073,0.198,0.54,0.949,0.143
2019,31,31R064,Gaynor McCown Expeditionary Learning School,496.6,505.2,0.303,0.64,434,3.05,2.84,0.007,0.27,0.069,0.38,0.018,0.281,0.021,0.09,0.221,0.597,0.918,0.247
2019,31,31R080,The Michael J. Petrides School,512.1,515.4,0.404,0.606,457,3.12,3,0.004,0.274,0.033,0.45,0.018,0.322,0.094,0.245,0.217,0.438,0.915,0.265
2019,31,31R440,New Dorp High School,497.9,508.3,0.336,0.542,3051,2.99,2.82,0.045,0.232,0.065,0.55,0.051,0.449,0.095,0.102,0.271,0.519,0.912,0.175
2019,31,31R445,Port Richmond High School,468.6,468,0.183,0.313,1564,2.78,2.52,0.092,0.276,0.087,0.72,0.104,0.621,0.077,0.233,0.455,0.214,0.84,0.402
2019,31,31R450,Curtis High School,494.4,504,0.267,0.431,2586,2.89,2.66,0.082,0.191,0.017,0.74,0.1,0.617,0.07,0.359,0.406,0.134,0.861,0.36
2019,31,31R455,Tottenville High School,544.9,542.9,0.507,0.69,3654,3.26,3.26,0.016,0.207,0.043,0.31,0.026,0.24,0.054,0.016,0.116,0.804,0.915,0.244
2019,31,31R460,Susan E. Wagner High School,521.4,524,0.424,0.581,3383,3.2,3.04,0.039,0.213,0.072,0.52,0.04,0.424,0.151,0.103,0.272,0.461,0.91,0.235
2019,31,31R600,Ralph R. McKee Career and Technical Education High,468.9,476.2,0.201,0.361,795,2.67,2.47,0.065,0.326,0.092,0.71,0.059,0.615,0.047,0.272,0.482,0.189,0.84,0.445
2019,31,31R605,Staten Island Technical High School,747.5,699.4,0.988,0.988,1331,4.12,4.32,,0.013,,0.35,0.011,0.243,0.509,0.007,0.026,0.452,0.962,0.078
2019,32,32K168,The Brooklyn School for Math and Research,506.4,479.3,0.385,0.462,277,2.79,2.85,0.097,0.177,,0.81,0.119,0.7,0.051,0.477,0.422,0.025,0.901,0.36
2019,32,32K403,Academy for Environmental Leadership,410.7,410.4,0.045,0.179,238,2.41,2.2,0.437,0.193,0.004,0.89,0.214,0.739,0.042,0.155,0.756,0.042,0.837,0.457
2019,32,32K545,EBC High School for Public Service - Bushwick,417.4,417.9,0.047,0.163,479,2.54,2.25,0.196,0.23,0.01,0.9,0.148,0.839,0.002,0.094,0.881,0.021,0.828,0.513
2019,32,32K549,The Brooklyn School for Social Justice,400.9,394.7,0.01,0.106,335,2.44,2.18,0.358,0.224,,0.92,0.185,0.8,0.012,0.194,0.746,0.033,0.79,0.534
2019,32,32K552,The Academy of Urban Planning and Engineering,438.5,422.1,0.038,0.135,231,2.47,2.27,0.238,0.273,0.017,0.89,0.156,0.771,0.004,0.225,0.749,0.013,0.903,0.3
2019,32,32K554,All City Leadership Secondary School,576.1,555.8,0.746,0.78,250,3.49,3.68,0.028,0.148,0.004,0.71,0.044,0.6,0.048,0.1,0.796,0.052,0.934,0.196
2019,32,32K556,Bushwick Leaders High School for Academic Excellen,403.1,397.8,0.063,0.127,302,2.44,2.22,0.258,0.278,0.01,0.92,0.212,0.841,0.017,0.199,0.755,0.013,0.831,0.526
